"","X","EDUC","LWKLYWGE","QOB","YOB","first_quarter"
"419",4477,11,4.60506725311279,2,1920,0
"420",4479,11,4.92626523971558,3,1920,0
"421",4483,12,4.09090709686279,3,1920,0
"422",4490,12,4.59521865844727,3,1920,0
"423",4498,11,5.02355813980103,3,1920,0
"424",4516,12,3.83013224601746,3,1920,0
"425",4519,14,3.19867300987244,1,1920,1
"426",4523,8,4.55480527877808,1,1920,1
"427",4531,7,5.97413396835327,3,1920,0
"428",4532,16,5.68727445602417,1,1920,1
"429",4566,6,5.01057004928589,3,1920,0
"430",4573,5,4.3745231628418,4,1920,0
"431",4575,10,3.91182684898376,3,1920,0
"432",4593,11,5.11003684997559,2,1920,0
"433",4610,12,4.7759051322937,1,1920,1
"434",4632,8,4.62961864471436,4,1920,0
"435",4640,5,4.74760437011719,3,1920,0
"436",4654,5,4.3238730430603,1,1920,1
"437",4658,12,4.90010547637939,2,1920,0
"438",4665,6,4.55480527877808,2,1920,0
"439",4677,9,5.42257165908813,4,1920,0
"440",4680,10,4.7759051322937,4,1920,0
"441",4689,4,3.69352555274963,4,1920,0
"442",4708,9,5.06153964996338,4,1920,0
"443",4715,10,5.12180233001709,4,1920,0
"444",4729,1,4.24273633956909,3,1920,0
"445",4734,8,4.65293264389038,3,1920,0
"446",4753,11,3.85259008407593,2,1920,0
"447",4767,17,5.73273849487305,4,1920,0
"448",4779,7,4.92888641357422,4,1920,0
"449",4789,16,4.92888641357422,4,1920,0
"450",4808,7,4.09090709686279,1,1920,1
"451",4812,7,4.87047147750854,2,1920,0
"452",4821,4,5.06153964996338,2,1920,0
"453",4828,7,4.99741077423096,3,1920,0
"454",4846,14,5.69389724731445,1,1920,1
"455",4847,17,5.46495294570923,1,1920,1
"456",4849,11,4.92888641357422,4,1920,0
"457",4860,14,4.95686197280884,3,1920,0
"458",4864,7,4.63406229019165,2,1920,0
"459",4879,12,4.44599056243896,1,1920,1
"460",4907,7,3.02424359321594,1,1920,1
"461",4919,6,4.27051973342896,3,1920,0
"462",4922,3,5.03053712844849,2,1920,0
"463",4932,16,5.58227920532227,2,1920,0
"464",4935,13,5.86904764175415,1,1920,1
"465",4948,11,4.59521865844727,4,1920,0
"466",4967,7,4.7759051322937,1,1920,1
"467",4981,6,4.67145347595215,3,1920,0
"468",5012,8,5.28345251083374,4,1920,0
"469",5026,16,5.23241853713989,4,1920,0
"470",5036,8,4.59521865844727,2,1920,0
"471",5061,5,1.07547080516815,2,1920,0
"472",5075,9,3.78663754463196,4,1920,0
"473",5095,9,5.36004877090454,2,1920,0
"474",5097,18,5.61851644515991,3,1920,0
"475",5107,0,3.69376444816589,2,1920,0
"476",5132,9,5.37831497192383,3,1920,0
"477",5146,11,4.95686197280884,3,1920,0
"478",5150,14,4.7759051322937,2,1920,0
"479",5177,8,4.92888641357422,2,1920,0
"480",5178,11,4.92888641357422,1,1920,1
"481",5193,12,5.37831497192383,4,1920,0
"482",5202,6,4.09090709686279,4,1920,0
"483",5209,12,5.37031698226929,3,1920,0
"484",5221,7,3.85259008407593,3,1920,0
"485",5243,12,4.59521865844727,2,1920,0
"486",5257,11,4.55480527877808,3,1920,0
"487",5269,12,5.1675271987915,2,1920,0
"488",5270,7,4.59521865844727,1,1920,1
"489",5289,9,4.85531854629517,1,1920,1
"490",5294,11,5.37831497192383,3,1920,0
"491",5308,12,5.07388639450073,4,1920,0
"492",5316,13,4.92888641357422,3,1920,0
"493",5325,8,4.7759051322937,2,1920,0
"494",5350,16,5.86904764175415,1,1920,1
"495",5359,16,5.68727445602417,4,1920,0
"496",5372,3,4.34714508056641,2,1920,0
"497",5380,6,4.53396892547607,2,1920,0
"498",5382,5,3.57292652130127,1,1920,1
"499",5383,8,4.52622556686401,3,1920,0
"500",5394,13,4.07882070541382,1,1920,1
"501",5397,10,2.9241099357605,3,1920,0
"502",5399,16,5.70047616958618,3,1920,0
"503",5412,4,5.28345251083374,2,1920,0
"504",5431,11,4.92888641357422,3,1920,0
"505",5440,1,4.59521865844727,3,1920,0
"506",5461,12,4.7759051322937,3,1920,0
"507",5494,1,3.59084486961365,1,1920,1
"508",5499,11,5.17863893508911,4,1920,0
"509",5538,12,5.21125268936157,3,1920,0
"510",5539,7,3.96033692359924,2,1920,0
"511",5559,11,5.17863893508911,2,1920,0
"512",5562,12,4.92888641357422,1,1920,1
"513",5566,5,4.3238730430603,1,1920,1
"514",5579,14,5.06153964996338,4,1920,0
"515",5584,7,4.59521865844727,3,1920,0
"516",5592,11,4.99741077423096,1,1920,1
"517",5609,0,4.39891767501831,4,1920,0
"518",5612,12,5.28345251083374,1,1920,1
"519",5615,18,5.03637933731079,3,1920,0
"520",5620,11,5.17863893508911,4,1920,0
"521",5623,4,4.09090709686279,1,1920,1
"522",5643,3,3.24814033508301,1,1920,1
"523",5645,10,4.7759051322937,1,1920,1
"524",5647,12,4.76622533798218,3,1920,0
"525",5661,11,5.28345251083374,1,1920,1
"526",5663,11,5.17863893508911,3,1920,0
"527",5685,12,4.59521865844727,4,1920,0
"528",5689,13,2.04022073745728,1,1920,1
"529",5733,9,4.68963766098022,1,1920,1
"530",5759,10,4.98407649993896,3,1920,0
"531",5769,0,4.49094676971436,3,1920,0
"532",5771,13,4.59521865844727,4,1920,0
"533",5773,1,3.94570231437683,3,1920,0
"534",5796,7,4.94297218322754,3,1920,0
"535",5798,5,4.85531854629517,1,1920,1
"536",5802,11,5.12180233001709,1,1920,1
"537",5805,6,4.91459941864014,1,1920,1
"538",5830,8,5.37831497192383,2,1920,0
"539",5831,7,3.85259008407593,3,1920,0
"540",5849,6,5.26335048675537,1,1920,1
"541",5853,8,4.68963766098022,1,1920,1
"542",5857,8,4.59521865844727,4,1920,0
"543",5869,18,5.97413396835327,2,1920,0
"544",5870,6,4.62961864471436,4,1920,0
"545",5880,8,4.09090709686279,2,1920,0
"546",5881,7,4.55480527877808,3,1920,0
"547",5887,12,4.88539791107178,1,1920,1
"548",5910,9,4.7759051322937,4,1920,0
"549",5915,7,4.92888641357422,4,1920,0
"550",5928,18,6.78369140625,2,1920,0
"551",5950,15,5.46495294570923,4,1920,0
"552",5953,2,5.06153964996338,3,1920,0
"553",5961,7,4.49094676971436,3,1920,0
"554",5967,6,3.63546657562256,2,1920,0
"555",5968,5,4.3745231628418,2,1920,0
"556",5999,9,4.82430553436279,4,1920,0
"557",6004,8,4.28324174880981,3,1920,0
"558",6013,12,5.68727445602417,2,1920,0
"559",6016,9,4.51268911361694,4,1920,0
"560",6019,16,5.02355813980103,4,1920,0
"561",6028,5,4.39891767501831,2,1920,0
"562",6038,8,4.24273633956909,1,1920,1
"563",6069,5,4.60506725311279,2,1920,0
"564",6086,12,4.09090709686279,2,1920,0
"565",6093,3,4.48293781280518,3,1920,0
"566",6094,5,4.26442098617554,4,1920,0
"567",6102,18,6.27359819412231,3,1920,0
"568",6106,12,5.42257165908813,4,1920,0
"569",6116,8,4.53358793258667,4,1920,0
"570",6117,6,4.15443086624146,1,1920,1
"571",6185,12,5.60417890548706,2,1920,0
"572",6196,16,5.7516074180603,4,1920,0
"573",6209,12,5.37831497192383,2,1920,0
"574",6217,15,5.68727445602417,2,1920,0
"575",6237,18,5.68727445602417,2,1920,0
"576",6241,16,5.97910928726196,4,1920,0
"577",6246,12,5.28345251083374,4,1920,0
"578",6257,12,4.85531854629517,2,1920,0
"579",6259,12,4.09090709686279,4,1920,0
"580",6271,11,4.92888641357422,1,1920,1
"581",6284,7,4.53396892547607,4,1920,0
"582",6288,16,5.61851644515991,2,1920,0
"583",6299,18,6.88795280456543,1,1920,1
"584",6300,16,6.53269100189209,1,1920,1
"585",6307,6,6.02439546585083,4,1920,0
"586",6309,12,5.06153964996338,2,1920,0
"587",6313,7,4.09090709686279,1,1920,1
"588",6318,4,4.31349563598633,2,1920,0
"589",6329,8,4.92888641357422,2,1920,0
"590",6340,11,4.99741077423096,3,1920,0
"591",6342,18,5.54467964172363,3,1920,0
"592",6346,11,5.07388639450073,2,1920,0
"593",6348,12,4.94297218322754,1,1920,1
"594",6362,10,4.92888641357422,3,1920,0
"595",6363,12,5.40190029144287,2,1920,0
"596",6370,12,4.95686197280884,1,1920,1
"597",6371,11,4.92888641357422,1,1920,1
"598",6380,18,4.24997186660767,1,1920,1
"599",6393,18,6.13077878952026,1,1920,1
"600",6412,5,4.3745231628418,4,1920,0
"601",6427,14,5.37831497192383,4,1920,0
"602",6455,18,6.34493112564087,1,1920,1
"603",6464,12,6.38209819793701,2,1920,0
"604",6468,16,1.58763325214386,4,1920,0
"605",6478,8,4.59521865844727,3,1920,0
"606",6486,4,5.72636842727661,1,1920,1
"607",6491,10,5.17863893508911,2,1920,0
"608",6495,9,4.59521865844727,1,1920,1
"609",6498,16,6.28096485137939,4,1920,0
