"","treat","school","interval","village","post","post_treat","time_to_event","village_shock","absences_total"
"339",0,22,3,3,0,0,0,20,102
"340",0,22,4,3,0,0,0,20,96
"341",0,22,5,3,0,0,0,20,86
"342",0,22,6,3,0,0,0,20,96
"343",0,22,7,3,0,0,0,20,85
"344",0,22,8,3,1,0,0,20,102
"345",0,22,9,3,1,0,0,20,118
"346",0,22,10,3,1,0,0,20,87
"347",0,22,11,3,1,0,0,20,91
"348",0,22,12,3,1,0,0,20,80
"349",0,22,13,3,1,0,0,20,82
"350",0,22,14,3,1,0,0,20,117
"351",0,22,15,3,1,0,0,20,100
"352",0,22,16,3,1,0,0,20,74
"353",0,23,1,3,0,0,0,20,121
"354",0,23,2,3,0,0,0,20,92
"355",0,23,3,3,0,0,0,20,123
"356",0,23,4,3,0,0,0,20,111
"357",0,23,5,3,0,0,0,20,96
"358",0,23,6,3,0,0,0,20,79
"359",0,23,7,3,0,0,0,20,96
"360",0,23,8,3,1,0,0,20,129
"361",0,23,9,3,1,0,0,20,100
"362",0,23,10,3,1,0,0,20,107
"363",0,23,11,3,1,0,0,20,100
"364",0,23,12,3,1,0,0,20,98
"365",0,23,13,3,1,0,0,20,100
"366",0,23,14,3,1,0,0,20,95
"367",0,23,15,3,1,0,0,20,80
"368",0,23,16,3,1,0,0,20,93
"369",0,24,1,3,0,0,0,20,99
"370",0,24,2,3,0,0,0,20,143
"371",0,24,3,3,0,0,0,20,116
"372",0,24,4,3,0,0,0,20,118
"373",0,24,5,3,0,0,0,20,82
"374",0,24,6,3,0,0,0,20,95
"375",0,24,7,3,0,0,0,20,72
"376",0,24,8,3,1,0,0,20,91
"377",0,24,9,3,1,0,0,20,82
"378",0,24,10,3,1,0,0,20,73
"379",0,24,11,3,1,0,0,20,90
"380",0,24,12,3,1,0,0,20,87
"381",0,24,13,3,1,0,0,20,95
"382",0,24,14,3,1,0,0,20,103
"383",0,24,15,3,1,0,0,20,123
"384",0,24,16,3,1,0,0,20,100
"385",0,25,1,3,0,0,0,20,124
"386",0,25,2,3,0,0,0,20,87
"387",0,25,3,3,0,0,0,20,63
"388",0,25,4,3,0,0,0,20,102
"389",0,25,5,3,0,0,0,20,57
"390",0,25,6,3,0,0,0,20,57
"391",0,25,7,3,0,0,0,20,79
"392",0,25,8,3,1,0,0,20,99
"393",0,25,9,3,1,0,0,20,85
"394",0,25,10,3,1,0,0,20,84
"395",0,25,11,3,1,0,0,20,89
"396",0,25,12,3,1,0,0,20,71
"397",0,25,13,3,1,0,0,20,101
"398",0,25,14,3,1,0,0,20,75
"399",0,25,15,3,1,0,0,20,104
"400",0,25,16,3,1,0,0,20,66
"401",0,26,1,3,0,0,0,20,132
"402",0,26,2,3,0,0,0,20,107
"403",0,26,3,3,0,0,0,20,133
"404",0,26,4,3,0,0,0,20,100
"405",0,26,5,3,0,0,0,20,79
"406",0,26,6,3,0,0,0,20,94
"407",0,26,7,3,0,0,0,20,103
"408",0,26,8,3,1,0,0,20,118
"409",0,26,9,3,1,0,0,20,96
"410",0,26,10,3,1,0,0,20,108
"411",0,26,11,3,1,0,0,20,63
"412",0,26,12,3,1,0,0,20,21
"413",0,26,13,3,1,0,0,20,75
"414",0,26,14,3,1,0,0,20,81
"415",0,26,15,3,1,0,0,20,77
"416",0,26,16,3,1,0,0,20,77
"417",0,27,1,3,0,0,0,20,124
"418",0,27,2,3,0,0,0,20,111
"419",0,27,3,3,0,0,0,20,116
"420",0,27,4,3,0,0,0,20,83
"421",0,27,5,3,0,0,0,20,105
"422",0,27,6,3,0,0,0,20,83
"423",0,27,7,3,0,0,0,20,66
"424",0,27,8,3,1,0,0,20,122
"425",0,27,9,3,1,0,0,20,90
"426",0,27,10,3,1,0,0,20,85
"427",0,27,11,3,1,0,0,20,123
"428",0,27,12,3,1,0,0,20,105
"429",0,27,13,3,1,0,0,20,83
"430",0,27,14,3,1,0,0,20,111
"431",0,27,15,3,1,0,0,20,76
"432",0,27,16,3,1,0,0,20,75
"433",0,28,1,3,0,0,0,20,108
"434",0,28,2,3,0,0,0,20,94
"435",0,28,3,3,0,0,0,20,97
"436",0,28,4,3,0,0,0,20,100
"437",0,28,5,3,0,0,0,20,81
"438",0,28,6,3,0,0,0,20,95
"439",0,28,7,3,0,0,0,20,80
"440",0,28,8,3,1,0,0,20,111
"441",0,28,9,3,1,0,0,20,82
"442",0,28,10,3,1,0,0,20,76
"443",0,28,11,3,1,0,0,20,80
"444",0,28,12,3,1,0,0,20,57
"445",0,28,13,3,1,0,0,20,62
"446",0,28,14,3,1,0,0,20,62
"447",0,28,15,3,1,0,0,20,108
"448",0,28,16,3,1,0,0,20,89
"449",0,29,1,3,0,0,0,20,111
"450",0,29,2,3,0,0,0,20,90
"451",0,29,3,3,0,0,0,20,119
"452",0,29,4,3,0,0,0,20,115
"453",0,29,5,3,0,0,0,20,71
"454",0,29,6,3,0,0,0,20,77
"455",0,29,7,3,0,0,0,20,87
"456",0,29,8,3,1,0,0,20,91
"457",0,29,9,3,1,0,0,20,59
"458",0,29,10,3,1,0,0,20,92
"459",0,29,11,3,1,0,0,20,94
"460",0,29,12,3,1,0,0,20,86
"461",0,29,13,3,1,0,0,20,93
"462",0,29,14,3,1,0,0,20,45
"463",0,29,15,3,1,0,0,20,85
"464",0,29,16,3,1,0,0,20,77
"465",0,30,1,3,0,0,0,20,88
"466",0,30,2,3,0,0,0,20,89
"467",0,30,3,3,0,0,0,20,107
"468",0,30,4,3,0,0,0,20,59
"469",0,30,5,3,0,0,0,20,125
"470",0,30,6,3,0,0,0,20,94
"471",0,30,7,3,0,0,0,20,62
"472",0,30,8,3,1,0,0,20,100
"473",0,30,9,3,1,0,0,20,71
"474",0,30,10,3,1,0,0,20,103
"475",0,30,11,3,1,0,0,20,108
"476",0,30,12,3,1,0,0,20,107
"477",0,30,13,3,1,0,0,20,106
"478",0,30,14,3,1,0,0,20,90
"479",0,30,15,3,1,0,0,20,114
"480",0,30,16,3,1,0,0,20,92
"481",0,31,1,4,0,0,0,29,109
"482",0,31,2,4,0,0,0,29,87
"483",0,31,3,4,0,0,0,29,137
"484",0,31,4,4,0,0,0,29,104
"485",0,31,5,4,0,0,0,29,71
"486",0,31,6,4,0,0,0,29,100
"487",0,31,7,4,0,0,0,29,111
"488",0,31,8,4,1,0,0,29,106
"489",0,31,9,4,1,0,0,29,95
"490",0,31,10,4,1,0,0,29,127
"491",0,31,11,4,1,0,0,29,66
"492",0,31,12,4,1,0,0,29,69
"493",0,31,13,4,1,0,0,29,59
"494",0,31,14,4,1,0,0,29,132
"495",0,31,15,4,1,0,0,29,121
"496",0,31,16,4,1,0,0,29,80
"497",0,32,1,4,0,0,0,29,108
"498",0,32,2,4,0,0,0,29,123
"499",0,32,3,4,0,0,0,29,88
"500",0,32,4,4,0,0,0,29,103
"501",0,32,5,4,0,0,0,29,90
"502",0,32,6,4,0,0,0,29,129
"503",0,32,7,4,0,0,0,29,62
"504",0,32,8,4,1,0,0,29,123
"505",0,32,9,4,1,0,0,29,88
"506",0,32,10,4,1,0,0,29,96
"507",0,32,11,4,1,0,0,29,87
"508",0,32,12,4,1,0,0,29,102
"509",0,32,13,4,1,0,0,29,85
"510",0,32,14,4,1,0,0,29,107
"511",0,32,15,4,1,0,0,29,119
"512",0,32,16,4,1,0,0,29,93
"513",0,33,1,4,0,0,0,29,107
"514",0,33,2,4,0,0,0,29,85
"515",0,33,3,4,0,0,0,29,106
"516",0,33,4,4,0,0,0,29,85
"517",0,33,5,4,0,0,0,29,86
"518",0,33,6,4,0,0,0,29,137
"519",0,33,7,4,0,0,0,29,72
"520",0,33,8,4,1,0,0,29,96
"521",0,33,9,4,1,0,0,29,71
"522",0,33,10,4,1,0,0,29,41
"523",0,33,11,4,1,0,0,29,92
"524",0,33,12,4,1,0,0,29,92
"525",0,33,13,4,1,0,0,29,132
"526",0,33,14,4,1,0,0,29,90
"527",0,33,15,4,1,0,0,29,71
"528",0,33,16,4,1,0,0,29,111
"529",0,34,1,4,0,0,0,29,77
"530",0,34,2,4,0,0,0,29,103
"531",0,34,3,4,0,0,0,29,108
"532",0,34,4,4,0,0,0,29,93
"533",0,34,5,4,0,0,0,29,112
"534",0,34,6,4,0,0,0,29,120
"535",0,34,7,4,0,0,0,29,82
"536",0,34,8,4,1,0,0,29,110
"537",0,34,9,4,1,0,0,29,86
"538",0,34,10,4,1,0,0,29,98
"539",0,34,11,4,1,0,0,29,73
"540",0,34,12,4,1,0,0,29,86
"541",0,34,13,4,1,0,0,29,76
"542",0,34,14,4,1,0,0,29,94
"543",0,34,15,4,1,0,0,29,112
"544",0,34,16,4,1,0,0,29,106
"545",0,35,1,4,0,0,0,29,101
"546",0,35,2,4,0,0,0,29,107
"547",0,35,3,4,0,0,0,29,150
"548",0,35,4,4,0,0,0,29,119
"549",0,35,5,4,0,0,0,29,108
"550",0,35,6,4,0,0,0,29,100
"551",0,35,7,4,0,0,0,29,72
"552",0,35,8,4,1,0,0,29,97
"553",0,35,9,4,1,0,0,29,117
"554",0,35,10,4,1,0,0,29,91
"555",0,35,11,4,1,0,0,29,59
"556",0,35,12,4,1,0,0,29,86
"557",0,35,13,4,1,0,0,29,76
"558",0,35,14,4,1,0,0,29,99
"559",0,35,15,4,1,0,0,29,119
"560",0,35,16,4,1,0,0,29,92
"561",0,36,1,4,0,0,0,29,144
"562",0,36,2,4,0,0,0,29,124
"563",0,36,3,4,0,0,0,29,142
"564",0,36,4,4,0,0,0,29,84
"565",0,36,5,4,0,0,0,29,101
"566",0,36,6,4,0,0,0,29,98
"567",0,36,7,4,0,0,0,29,107
"568",0,36,8,4,1,0,0,29,120
"569",0,36,9,4,1,0,0,29,88
"570",0,36,10,4,1,0,0,29,73
"571",0,36,11,4,1,0,0,29,88
"572",0,36,12,4,1,0,0,29,76
"573",0,36,13,4,1,0,0,29,114
"574",0,36,14,4,1,0,0,29,93
"575",0,36,15,4,1,0,0,29,115
"576",0,36,16,4,1,0,0,29,96
"577",0,37,1,4,0,0,0,29,102
"578",0,37,2,4,0,0,0,29,119
"579",0,37,3,4,0,0,0,29,97
"580",0,37,4,4,0,0,0,29,106
"581",0,37,5,4,0,0,0,29,138
"582",0,37,6,4,0,0,0,29,112
"583",0,37,7,4,0,0,0,29,113
"584",0,37,8,4,1,0,0,29,72
"585",0,37,9,4,1,0,0,29,102
"586",0,37,10,4,1,0,0,29,90
"587",0,37,11,4,1,0,0,29,125
"588",0,37,12,4,1,0,0,29,112
"589",0,37,13,4,1,0,0,29,61
"590",0,37,14,4,1,0,0,29,87
"591",0,37,15,4,1,0,0,29,99
"592",0,37,16,4,1,0,0,29,91
"593",0,38,1,4,0,0,0,29,107
"594",0,38,2,4,0,0,0,29,118
"595",0,38,3,4,0,0,0,29,88
"596",0,38,4,4,0,0,0,29,48
"597",0,38,5,4,0,0,0,29,96
"598",0,38,6,4,0,0,0,29,89
"599",0,38,7,4,0,0,0,29,80
"600",0,38,8,4,1,0,0,29,95
"601",0,38,9,4,1,0,0,29,117
"602",0,38,10,4,1,0,0,29,63
"603",0,38,11,4,1,0,0,29,93
"604",0,38,12,4,1,0,0,29,114
"605",0,38,13,4,1,0,0,29,126
"606",0,38,14,4,1,0,0,29,96
"607",0,38,15,4,1,0,0,29,129
"608",0,38,16,4,1,0,0,29,100
"609",0,39,1,4,0,0,0,29,85
"610",0,39,2,4,0,0,0,29,139
"611",0,39,3,4,0,0,0,29,92
"612",0,39,4,4,0,0,0,29,102
"613",0,39,5,4,0,0,0,29,109
"614",0,39,6,4,0,0,0,29,66
"615",0,39,7,4,0,0,0,29,92
"616",0,39,8,4,1,0,0,29,114
"617",0,39,9,4,1,0,0,29,86
"618",0,39,10,4,1,0,0,29,102
"619",0,39,11,4,1,0,0,29,114
"620",0,39,12,4,1,0,0,29,116
"621",0,39,13,4,1,0,0,29,60
"622",0,39,14,4,1,0,0,29,90
"623",0,39,15,4,1,0,0,29,109
"624",0,39,16,4,1,0,0,29,79
"625",0,40,1,4,0,0,0,29,75
"626",0,40,2,4,0,0,0,29,78
"627",0,40,3,4,0,0,0,29,76
"628",0,40,4,4,0,0,0,29,88
"629",0,40,5,4,0,0,0,29,85
"630",0,40,6,4,0,0,0,29,111
"631",0,40,7,4,0,0,0,29,118
"632",0,40,8,4,1,0,0,29,155
"633",0,40,9,4,1,0,0,29,152
"634",0,40,10,4,1,0,0,29,122
"635",0,40,11,4,1,0,0,29,95
"636",0,40,12,4,1,0,0,29,128
"637",0,40,13,4,1,0,0,29,107
"638",0,40,14,4,1,0,0,29,109
"639",0,40,15,4,1,0,0,29,101
"640",0,40,16,4,1,0,0,29,46
"641",0,41,1,5,0,0,0,25,107
"642",0,41,2,5,0,0,0,25,80
"643",0,41,3,5,0,0,0,25,75
"644",0,41,4,5,0,0,0,25,120
"645",0,41,5,5,0,0,0,25,143
"646",0,41,6,5,0,0,0,25,97
"647",0,41,7,5,0,0,0,25,82
"648",0,41,8,5,1,0,0,25,116
"649",0,41,9,5,1,0,0,25,106
"650",0,41,10,5,1,0,0,25,128
"651",0,41,11,5,1,0,0,25,107
"652",0,41,12,5,1,0,0,25,82
"653",0,41,13,5,1,0,0,25,91
"654",0,41,14,5,1,0,0,25,106
"655",0,41,15,5,1,0,0,25,68
"656",0,41,16,5,1,0,0,25,108
"657",0,42,1,5,0,0,0,25,99
"658",0,42,2,5,0,0,0,25,108
"659",0,42,3,5,0,0,0,25,104
"660",0,42,4,5,0,0,0,25,91
"661",0,42,5,5,0,0,0,25,64
"662",0,42,6,5,0,0,0,25,92
"663",0,42,7,5,0,0,0,25,126
